FID,C_EDPP,NUMIND,DHMOS,COMMUNE,DD,DESCRIPT,WATERNAME,PRELEV,REGION,NOMOS,PROVINCE,codeau,longitude,latitude,the_geom
2c8a3e04-2024-4b22-96d5-5168a05d1245.205,61030701,GR1250030361030701,ΑΝΑΤ.ΟΛΥΜΠΟΥ,ANATOLIKOU OLYMPOU,ΠΛΑΤΑΜΩΝΟΣ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ PLATAMON BEACH,ΠΛΑΤΑΜΩΝΑΣ 2,PLATAMONAS - HOTEL PLATAMON BEACH,KENTRIKI MAKEDONIA,ΠΙΕΡΙΑΣ,Pieria,1,22.60277748,40.00138855,POINT (380583.54401303513 4428559.601219055)
2c8a3e04-2024-4b22-96d5-5168a05d1245.206,61090101,GR1250090161090101,ΜΕΘΩΝΗΣ,METHONIS,ΜΑΚΡΥΓΙΑΛΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΑΡΧΑΙΑ ΠΥΔΝΑ,ARCHAIA PYDNA,KENTRIKI MAKEDONIA,ΠΙΕΡΙΑΣ,Pieria,1,22.61666679,40.3805542,POINT (382425.0020756628 4470628.686952742)
2c8a3e04-2024-4b22-96d5-5168a05d1245.207,61090201,GR1250090161090201,ΜΕΘΩΝΗΣ,METHONIS,ΜΑΚΡΥΓΙΑΛΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΜΑΚΡΥΓΙΑΛΟΣ,MAKRYGIALOS,KENTRIKI MAKEDONIA,ΠΙΕΡΙΑΣ,Pieria,1,22.61111069,40.41249847,POINT (382009.0745081153 4474181.988772755)
2c8a3e04-2024-4b22-96d5-5168a05d1245.208,61100201,GR1250100361100201,ΠΑΡΑΛΙΑΣ,PARALIAS,ΠΕΡΙΣΤΑΣΗΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΠΕΡΙΣΤΑΣΗ,PERISTASI,KENTRIKI MAKEDONIA,ΠΙΕΡΙΑΣ,Pieria,1,22.58472252,40.24166489,POINT (379466.82969619695 4455254.566373441)
2c8a3e04-2024-4b22-96d5-5168a05d1245.209,62030201,GR1260030462030201,ΑΜΦΙΠΟΛΗΣ,AMFIPOLIS,Ν.ΚΕΡΔΥΛΙΩΝ,ΚΕΝΤΡΟ  ΚΟΙΝΟΤΙΚΗΣ  ΠΛΑΖ,Ν.ΚΕΡΔΥΛΙΑ,NEA KERDYLIA - KOINOTIKI PLAZ,KENTRIKI MAKEDONIA,ΣΕΡΡΩΝ,SERESS,1,23.85000038,40.77166748,POINT (487191.68325269653 4513135.2251936495)
2c8a3e04-2024-4b22-96d5-5168a05d1245.210,64050101,GR1270050564050101,ΚΑΛΛΙΚΡΑΤΕΙΑΣ,KALLIKRATEIAS,Ν.ΣΙΛΑΤΩΝ,ΑΡΙΣΤΕΡΟ ΑΚΡΟ ΑΚΤΗΣ,ΠΑΡΑΛΙΑ ΒΕΡΓΙΑ,PARALIA VERGIA - ARISTERΑ,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.11666679,40.26666641,POINT (424742.5224472763 4457443.119103333)
2c8a3e04-2024-4b22-96d5-5168a05d1245.211,64050102,GR1270050564050102,ΚΑΛΛΙΚΡΑΤΕΙΑΣ,KALLIKRATEIAS,Ν.ΣΙΛΑΤΩΝ,ΔΕΞΙΟ ΑΚΡΟ ΑΚΤΗΣ,ΠΑΡΑΛΙΑ ΒΕΡΓΙΑ,PARALIA VERGIA - DEXIΑ,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.11666679,40.26666641,POINT (424742.5224472763 4457443.119103333)
2c8a3e04-2024-4b22-96d5-5168a05d1245.212,64050201,GR1270050164050201,ΚΑΛΛΙΚΡΑΤΕΙΑΣ,KALLIKRATEIAS,ΝΕΑΣ ΚΑΛΙΚΡΑΤΕΙΑΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΚΥΑΝΗ ΑΚΤΗ,KYANI AKTI,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.06444359,40.30944443,POINT (420352.184215807 4462236.879763205)
2c8a3e04-2024-4b22-96d5-5168a05d1245.213,64050301,GR1270050164050301,ΚΑΛΛΙΚΡΑΤΕΙΑΣ,KALLIKRATEIAS,,ΑΡΙΣΤΕΡΟ ΑΚΡΟ,ΜΥΚΟΝΙΑΤΙΚΑ-ΓΕΩΠΟΝΙΚΑ,MYKONIATIKA-GEOPONIKA - ARISTERA,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.10250092,40.29888916,POINT (423574.1410290634 4461031.818634286)
2c8a3e04-2024-4b22-96d5-5168a05d1245.214,64050401,GR1270050264050401,ΚΑΛΛΙΚΡΑΤΕΙΑΣ,KALLIKRATEIAS,,ΜΕΣΟΝ ΑΚΤΗΣ,ΝΕΑ ΗΡΑΚΛΕΙΑ,NEA IRAKLEIA,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.01694489,40.33944321,POINT (416352.81343500956 4465610.597860844)
2c8a3e04-2024-4b22-96d5-5168a05d1245.215,64060801,GR1270060664060801,ΚΑΣΣΑΝΔΡΑΣ,KASSANDRAS,ΚΡΥΟΠΗΓΗΣ,ΞΕΝΟΔΟΧΕΙΟ 'ALEXANDER THE GREAT',ΚΡΥΟΠΗΓΗ 2,KRYOPIGI - HOTEL 'ALEXANDER THE GEATE',KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.49166679,40.04166794,POINT (456485.2878668344 4432219.028127497)
2c8a3e04-2024-4b22-96d5-5168a05d1245.216,64061001,GR1270060664061001,ΚΑΣΣΑΝΔΡΑΣ,KASSANDRAS,ΚΡΥΟΠΗΓΗΣ,ΞΕΝΟΔΟΧΕΙΟ 'KASSANDRA PALACE',ΚΡΥΟΠΗΓΗ 4,KRYPPIGI - HOTEL KASSANDRA PALACE,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.5027771,40.03055573,POINT (457426.27117002197 4430980.440848702)
2c8a3e04-2024-4b22-96d5-5168a05d1245.217,64061401,GR1270060764061401,ΚΑΣΣΑΝΔΡΑΣ,KASSANDRAS,ΝΕΑΣ ΦΩΚΑΙΑΣ,ΕΜΠΡΟΣΘΕΝ ΞΕΝΟΔΟΧΕΙΟY 'SANI BEACH',ΣΑΝΗ 2,SANI - HOTEL SANI BEACH,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.31666756,40.09999847,POINT (441605.891409272 4438793.501448072)
2c8a3e04-2024-4b22-96d5-5168a05d1245.218,64061402,GR1270060164061402,ΚΑΣΣΑΝΔΡΑΣ,KASSANDRAS,ΚΑΣΣΑΝΔΡΕΙΑΣ,ΕΜΠΡΟΣΘΕΝ 'SANI BEACH PHOCEA CLUB',ΣΑΝΗ 3,SANI - SUNI BEACH PHOCEA CLUB,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.31666756,40.09999847,POINT (441605.891409272 4438793.501448072)
2c8a3e04-2024-4b22-96d5-5168a05d1245.219,64080301,GR1270080264080301,ΟΡΜΥΛΙΑΣ,ORMYLIAS,ΜΕΤΑΜΟΡΦΩΣΗΣ,ΚΟΙΝΟΤΙΚΗ ΠΛΑΖ - ΣΚΑΛΑ,ΜΕΤΑΜΟΡΦΩΣΗ,METAMORFOSI - KOINOTIKI PLAZ,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.60833359,40.23333359,POINT (466531.66743642633 4453442.526366142)
2c8a3e04-2024-4b22-96d5-5168a05d1245.220,64111701,GR1270110464111701,ΣΙΘΩΝΙΑΣ,SITHONIAS,Ν.ΜΑΡΜΑΡΑ,ΑΚΤΗ ΚΟΧΗ - ΚΕΝΤΡΟ ΑΚΤΗΣ,"ΠΟΡΤΟ ΚΑΡΡΑΣ,ΚΟΧΗ",PORTO KARRAS - AKTI KOCHI,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.79166603,40.09027863,POINT (482090.51464206266 4437511.508488364)
2c8a3e04-2024-4b22-96d5-5168a05d1245.221,64120201,GR1270120364120201,ΣΤΑΓΙΡΩΝ ΑΚΑΝΘΟΥ,STAGIRON AKANTHOU,ΝΕΩΝ ΡΟΔΩΝ,ΞΕΝΟΔΟΧΕΙΟ ΑΛΕΞΑΝΔΡΟΣ,ΑΓΙΟΣ ΠΑΥΛΟΣ,AGIOS PAULOS - HOTEL ALEXANDROS,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.93333244,40.38333511,POINT (494191.67504644324 4470020.642144997)
2c8a3e04-2024-4b22-96d5-5168a05d1245.222,64120301,GR1270120564120301,ΣΤΑΓΙΡΩΝ ΑΚΑΝΘΟΥ,STAGIRON AKANTHOU,ΟΥΡΑΝΟΥΠΟΛΗΣ,ΞΕΝΟΔΟΧΕΙΟ 'AKRATHOS',ΑΚΤΗ ΚΑΜΠΟΥΔΗ,AKTI KAMPOUDI - HOTEL 'AKRATHOS',KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.95000076,40.34999847,POINT (495604.2965640241 4466319.811302106)
2c8a3e04-2024-4b22-96d5-5168a05d1245.223,64120701,GR1270120164120701,ΣΤΑΓΙΡΩΝ ΑΚΑΝΘΟΥ,STAGIRON AKANTHOU,ΙΕΡΙΣΣΟΥ,ΕΝΑΝΤΙ ΤΟΥΡΙΣΤΙΚΟΥ ΠΕΡΙΠΤΕΡΟΥ,ΙΕΡΙΣΣΟΣ-ΔΗΜΟΤΙΚΗ ΠΛΑΖ,IERISSOS - DIMOTIKI PLAZ,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.88333321,40.38333511,POINT (489947.62157399196 4470025.041160782)
2c8a3e04-2024-4b22-96d5-5168a05d1245.224,64120702,GR1270120164120702,ΣΤΑΓΙΡΩΝ ΑΚΑΝΘΟΥ,STAGIRON AKANTHOU,ΙΕΡΙΣΣΟΥ,ΕΝΑΝΤΙ CAMPING ΙΕΡΙΣΣΟΥ,ΙΕΡΙΣΣΟΣ-ΔΗΜΟΤΙΚΗ ΠΛΑΖ,IERISSOS - CAMPING,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.88333321,40.38333511,POINT (489947.62157399196 4470025.041160782)
2c8a3e04-2024-4b22-96d5-5168a05d1245.225,64120901,GR1270120364120901,ΣΤΑΓΙΡΩΝ ΑΚΑΝΘΟΥ,STAGIRON AKANTHOU,ΝΕΩΝ ΡΟΔΩΝ,BEACH BAR COSTA COSTA,ΝΕΑ ΡΟΔΑ,NEA RODA,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.93333244,40.38333511,POINT (494191.67504644324 4470020.642144997)
2c8a3e04-2024-4b22-96d5-5168a05d1245.226,64121101,GR1270120564121101,ΣΤΑΓΙΡΩΝ ΑΚΑΝΘΟΥ,STAGIRON AKANTHOU,ΟΥΡΑΝΟΥΠΟΛΗΣ,ΕΜΠΡΟΣΘΕΝ ΞΕΝΟΔΟΧΕΙΟΥ XENIA OURANOUPOLIS,ΟΥΡΑΝΟΥΠΟΛΗ 1,OURANOUPOLI - HOTEL 'XENIA',KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.95000076,40.34999847,POINT (495604.2965640241 4466319.811302106)
2c8a3e04-2024-4b22-96d5-5168a05d1245.227,64130301,GR1270130164130301,ΤΟΡΩΝΗΣ,TORONIS,ΣΥΚΕΑΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΠΑΡΑΛΙΑ ΣΥΚΙΑΣ,SYKIA,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.98333359,40.09999847,POINT (498429.81828546774 4438569.920977565)
2c8a3e04-2024-4b22-96d5-5168a05d1245.228,64130401,GR1270130164130401,ΤΟΡΩΝΗΣ,TORONIS,ΣΥΚΕΑΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΠΑΡΑΛΙΑ ΤΟΡΩΝΗΣ,PARALIA TORONIS,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.98333359,40.09999847,POINT (498429.81828546774 4438569.920977565)
2c8a3e04-2024-4b22-96d5-5168a05d1245.229,64130602,GR1270130264130602,ΤΟΡΩΝΗΣ,TORONIS,ΣΑΡΤΗΣ,KAFE ΕΜΜΑΝΟΥΕΛΑ,ΣΑΡΤΗ,SARTI - KAFE EMMANOUELA,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.98333359,40.09999847,POINT (498429.81828546774 4438569.920977565)
2c8a3e04-2024-4b22-96d5-5168a05d1245.230,71010601,GR1110010171010601,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ALEXANDROUPOLI,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΚΑΛΑΜΑΚΙ,KALAMAKI,"ANATOLIKI MAKEDONIA, THRAKI",ΕΒΡΟΥ,Evros,1,25.8172226,40.85027695,POINT (653031.776806075 4523439.847369387)
2c8a3e04-2024-4b22-96d5-5168a05d1245.231,71010801,GR1110010171010801,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ALEXANDROUPOLI,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,"ΠΛΑΖ ΔΗΜΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ",ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ,ALEXANDROUPOLI - PLAZ DIMOU,"ANATOLIKI MAKEDONIA, THRAKI",ΕΒΡΟΥ,Evros,1,25.85111046,40.83416748,POINT (655926.3697968231 4521711.1077664215)
2c8a3e04-2024-4b22-96d5-5168a05d1245.232,71010901,GR1110010571010901,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ALEXANDROUPOLI,ΜΑΚΡΗΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ-ΤΣΑΟΥΣΗ,ΤΣΑΟΥΣΗ-ΚΥΑΝΗ ΑΚΤΗ,TSAOUSI - KYANI AKTI,"ANATOLIKI MAKEDONIA, THRAKI",ΕΒΡΟΥ,Evros,1,25.71500015,40.83444595,POINT (644449.0816446863 4521508.260170441)
2c8a3e04-2024-4b22-96d5-5168a05d1245.233,72020102,GR1120020172020102,ΑΒΔΗΡΩΝ,AVDIRON,ΑΒΔΗΡΩΝ,ΜΑΡΙΝΑ-ΠΟΡΤΟ ΜΟΛΟ,ΑΒΔΗΡΑ,AVDIRA - PORTO MOLO,"ANATOLIKI MAKEDONIA, THRAKI",ΞΑΝΘΗΣ,Xanthi,1,24.98722267,40.93388748,POINT (582961.4237671844 4531601.378355295)
2c8a3e04-2024-4b22-96d5-5168a05d1245.234,72020301,GR1120020372020301,ΑΒΔΗΡΩΝ,AVDIRON,ΜΥΡΩΔΑΤΟΥ,"ΠΑΡΑΛΙΑ ΜΥΡΩΔΑΤΟΥ, ΚΕΝΤΡΟ ΑΚΤΗΣ",ΜΥΡΩΔΑΤΟ,PARALIA MYRODATOU,"ANATOLIKI MAKEDONIA, THRAKI",ΞΑΝΘΗΣ,Xanthi,1,24.98833275,40.9347229,POINT (583053.911384589 4531694.9073961675)
2c8a3e04-2024-4b22-96d5-5168a05d1245.235,72020302,GR1120020372020302,ΑΒΔΗΡΩΝ,AVDIRON,ΜΥΡΩΔΑΤΟΥ,ΕΝΑΝΤΙ CAMPING ΛΕΥΚΙΠΟΣ,ΜΥΡΩΔΑΤΟ,MYRODATO - CAMPING LEFKIPOS,"ANATOLIKI MAKEDONIA, THRAKI",ΞΑΝΘΗΣ,Xanthi,1,24.98833275,40.9347229,POINT (583053.911384589 4531694.9073961675)
2c8a3e04-2024-4b22-96d5-5168a05d1245.236,72060101,GR1120060672060101,ΤΟΠΕΙΡΟΥ,TOPEIROU,ΜΑΓΓΑΝΩΝ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΜΑΓΓΑΝΑ,MANGANA,"ANATOLIKI MAKEDONIA, THRAKI",ΞΑΝΘΗΣ,Xanthi,1,24.90555573,40.91388702,POINT (576109.1319270672 4529306.7537095975)
2c8a3e04-2024-4b22-96d5-5168a05d1245.237,72060102,GR1120060672060102,ΤΟΠΕΙΡΟΥ,TOPEIROU,ΜΑΓΓΑΝΩΝ,ΕΝΑΝΤI CAMPING ΠΡΩΤΑΓΟΡΑ,ΜΑΓΓΑΝΑ,MANGANA - CAMPING PROTAGORAS,"ANATOLIKI MAKEDONIA, THRAKI",ΞΑΝΘΗΣ,Xanthi,1,24.90555573,40.91388702,POINT (576109.1319270672 4529306.7537095975)
2c8a3e04-2024-4b22-96d5-5168a05d1245.238,73020202,GR1130020673020202,ΑΙΓΕΙΡΟΥ,AIGEIROU,ΜΕΣΗΣ,"ΚΕΝΤΡΟ ΑΚΤΗΣ ,ΕΝΑΝΤΙ ΒΡΥΣΗΣ ΔΑΣΑΡΧΕΙΟΥ",ΑΡΩΓΗ,"AROGI,VRYSI DASARCHEIOU","ANATOLIKI MAKEDONIA, THRAKI",ΡΟΔΟΠΗΣ,Rodopi,1,25.16250038,40.94583511,POINT (597700.1430319197 4533108.696550193)
2c8a3e04-2024-4b22-96d5-5168a05d1245.239,73020401,GR1130021073020401,ΑΙΓΕΙΡΟΥ,AIGEIROU,ΦΑΝΑΡΙΟΥ,ΚΕΝΤΡΟ ΚΟΙΝΟΤΙΚΗΣ ΠΛΑΖ,ΦΑΝΑΡΙ,FANARI - KOINOTIKI PLAZ,"ANATOLIKI MAKEDONIA, THRAKI",ΡΟΔΟΠΗΣ,Rodopi,1,25.13666725,40.95500183,POINT (595512.4590469322 4534097.753916291)
2c8a3e04-2024-4b22-96d5-5168a05d1245.240,73020501,GR1130021073020501,ΑΙΓΕΙΡΟΥ,AIGEIROU,ΦΑΝΑΡΙΟΥ,"CAMPING ΦΑΝΑΡΙΟΥ,ΕΝΑΝΤΙ ΤΟΥΡΙΣΤΙΚΟΥ ΠΕΡΙΠΤΕΡΟΥ",ΦΑΝΑΡΙ - ΕΟΤ,FANARI - CAMPING FANARIOU,"ANATOLIKI MAKEDONIA, THRAKI",ΡΟΔΟΠΗΣ,Rodopi,1,25.14027786,40.95416641,POINT (595817.5733130976 4534009.238916943)
2c8a3e04-2024-4b22-96d5-5168a05d1245.241,83050102,GR4110050383050102,ΛΕΣΒΟΣ-ΓΕΡΑΣ,GERAS,ΛΕΣΒΟΣ-ΠΑΛΑΙΟΚΗΠΟΥ,50Μ ΒΟΡΕΙΑ ΤΟΥ ΜΟΛΟΥ,ΕΥΡΕΙΑΚΗ,EVREIAKI,VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,26.46888924,39.07361221,POINT (713429.1494292637 4327559.35987974)
2c8a3e04-2024-4b22-96d5-5168a05d1245.242,82151301,GR4220150182151301,ΠΑΡΟΣ-ΠΑΡΟΥ,PAROU,ΠΑΡΟΣ-ΠΑΡΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΠΑΡΟΣ-ΠΟΥΝΤΑ,POYNTA,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.25416756,37.02916718,POINT (611401.5930383587 4098554.8282526955)
2c8a3e04-2024-4b22-96d5-5168a05d1245.243,81010702,GR4210010181010702,ΡΟΔΟΣ-ΡΟΔΟΥ,RODOU,ΡΟΔΟΣ-ΡΟΔΟΥ,ΚΑΝΤΙΝΑ ΕΛΛΗ,ΑΝΑΤΟΛΙΚΑ ΕΝΥΔΡΕΙΟΥ,ANATOLIKA ENYDRIOU - KANTINA ELLI,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.21388817,36.45833206,POINT (877530.7019241175 4042758.7399051404)
2c8a3e04-2024-4b22-96d5-5168a05d1245.244,81070401,GR4210070181070401,ΚΩΣ-ΗΡΑΚΛΕΙΔΩΝ,IRAKLEIDON,ΚΩΣ-ΑΝΤΙΜΑΧΕΙΑΣ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'NEPTUNE',ΚΩΣ-ΤΡΟΥΛΛΟΣ,TROULLOS  - HOTEL NEPTON,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,27.08555603,36.85222244,POINT (774960.238973487 4082635.6178294593)
2c8a3e04-2024-4b22-96d5-5168a05d1245.245,81090101,GR4210090181090101,ΡΟΔΟΣ-ΚΑΛΛΙΘΕΑΣ,KALLITHEAS,ΡΟΔΟΣ-ΚΑΛΥΘΙΩΝ,ΜΕΣΟΝ ΑΚΤΗΣ,ΛΑΔΙΚΟ 1,LADIKO,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.21666718,36.33055496,POINT (878400.3142130558 4028584.888841551)
2c8a3e04-2024-4b22-96d5-5168a05d1245.246,81090201,GR4210090281090201,ΡΟΔΟΣ-ΚΑΛΛΙΘΕΑΣ,KALLITHEAS,ΡΟΔΟΣ-ΚΟΣΚΙΝΟΥΣ,ΞΕΝΟΔΟΧΕΙΟ PARADISE,ΚΑΒΟΥΡΑΚΙΑ,KAVOURAKIA - HOTEL 'PARADISE',NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.23055649,36.41388702,POINT (879242.0760863652 4037890.4529720643)
2c8a3e04-2024-4b22-96d5-5168a05d1245.247,81090501,GR4210090281090501,ΡΟΔΟΣ-ΚΑΛΛΙΘΕΑΣ,KALLITHEAS,ΡΟΔΟΣ-ΚΟΣΚΙΝΟΥΣ,ΞΕΝΟΔΟΧΕΙΟ BLUE SEA,ΦΑΛΗΡΑΚΙ 5,FALIRAKI- HOTEL 'BLUE SEA',NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.21666718,36.36666489,POINT (878225.1475505673 4032593.62350817)
2c8a3e04-2024-4b22-96d5-5168a05d1245.248,82080501,GR4220080182080501,ΙΟΣ-ΙΗΤΩΝ,IOU,ΙΟΣ-ΙΟΥ,ΕΣΤΙΑΤΟΡΕΙΟ ΜΠΟΥΖΑΛΑΚΟΥ Χ.,ΙΟΣ-ΜΑΓΓΑΝΑΡΙ,MANGANARI - ESTIATOREIO,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.3722229,36.66388702,POINT (622484.5415433779 4058175.8967586737)
2c8a3e04-2024-4b22-96d5-5168a05d1245.249,82080502,GR4220080182080502,ΙΟΣ-ΙΗΤΩΝ,IOU,ΙΟΣ-ΙΟΥ,ΞΕΝΟΔΟΧΕΙΟ ΓΕΡΟΓΙΑΝΝΗ Η.,ΙΟΣ-ΜΑΓΓΑΝΑΡΙ,MANGANARI - HOTEL GEROGIANNH,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.3722229,36.66388702,POINT (622484.5415433779 4058175.8967586737)
2c8a3e04-2024-4b22-96d5-5168a05d1245.250,82080503,GR4220080182080503,ΙΟΣ-ΙΗΤΩΝ,IOU,ΙΟΣ-ΙΟΥ,ΕΣΤΙΑΤΟΡΕΙΟ ΜΠΟΥΖΑΛΑΚΟΥ Π.,ΙΟΣ-ΜΑΓΓΑΝΑΡΙ,MANGANARI - ESTIATOREIO,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.3722229,36.66388702,POINT (622484.5415433779 4058175.8967586737)
2c8a3e04-2024-4b22-96d5-5168a05d1245.251,82080701,GR4220080182080701,ΙΟΣ-ΙΗΤΩΝ,IOU,ΙΟΣ-ΙΟΥ,"ΑΡΙΣΤΕΡΟ ΑΚΤΟ ΑΚΤΗΣ,ΠΛΗΣΙΟΝ ΑΓΩΓΟΥ ΛΥΜΑΤΩΝ",ΙΟΣ-ΟΡΜΟΣ ΙΟΥ,ORMOS IOU,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.26666641,36.72777939,POINT (612957.0919613255 4065133.7375892075)
2c8a3e04-2024-4b22-96d5-5168a05d1245.252,82130401,GR4220130282130401,ΜΥΚΟΝΟΣ-ΜΥΚΟΝΟΥ,MYKONOU,ΜΥΚΟΝΟΣ-ΑΝΩ ΜΕΡΑΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΜΥΚΟΝΟΣ-ΚΑΛΑΦΑΤΗ,KALAFATI,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.42277718,37.43999863,POINT (625714.4324262715 4144346.698649909)
2c8a3e04-2024-4b22-96d5-5168a05d1245.253,82130402,GR4220130282130402,ΜΥΚΟΝΟΣ-ΜΥΚΟΝΟΥ,MYKONOU,ΜΥΚΟΝΟΣ-ΑΝΩ ΜΕΡΑΣ,ΑΡΙΣΤΕΡΟ ΑΚΡΟ ΑΚΤΗΣ,ΜΥΚΟΝΟΣ-ΚΑΛΑΦΑΤΗ,KALAFATI,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.42083359,37.4383316,POINT (625545.1501926132 4144159.147115593)
2c8a3e04-2024-4b22-96d5-5168a05d1245.254,64111001,GR1270110264111001,ΣΙΘΩΝΙΑΣ,SITHONIAS,ΑΓ.ΝΙΚΟΛΑΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΛΙΒΡΟΧΙΟ,LIVROCHIO - MESON,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.70000076,40.26666641,POINT (474342.2303393898 4457112.067749511)
2c8a3e04-2024-4b22-96d5-5168a05d1245.255,82130403,GR4220130282130403,ΜΥΚΟΝΟΣ-ΜΥΚΟΝΟΥ,MYKONOU,ΜΥΚΟΝΟΣ-ΑΝΩ ΜΕΡΑΣ,ΔΕΞΙΟ ΑΚΡΟ ΑΚΤΗΣ,ΜΥΚΟΝΟΣ-ΚΑΛΑΦΑΤΗ,KALAFATI,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.42277718,37.44166565,POINT (625711.6398318725 4144531.6540459623)
2c8a3e04-2024-4b22-96d5-5168a05d1245.256,81141001,GR4210140181141001,ΚΩΣ-ΚΩ,KO,ΚΩΣ-ΚΩ,ΜΠΑΡΜΠΑΓΙΑΝΝΗΣ,ΚΩΣ-ΚΡΗΤΙΚΑ 3,KRITIKA  - BARMPAGIANNIS,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,27.29166603,36.90833282,POINT (793127.8057763106 4089477.1513273264)
2c8a3e04-2024-4b22-96d5-5168a05d1245.257,82130701,GR4220130182130701,ΜΥΚΟΝΟΣ-ΜΥΚΟΝΟΥ,MYKONOU,ΜΥΚΟΝΟΣ-ΜΥΚΟΝΙΩΝ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΜΥΚΟΝΟΣ-ΠΑΡΑΛΙΑ ΟΡΝΟΥ,PARALIA ORNOU,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.38944435,37.40000153,POINT (622830.8411073588 4139864.6847495204)
